               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 830,            0.021889,           0.0038048,          0.00063937,             0.98171,             0.96085,             0.97578,             0.62856,            0.014132,           0.0032573,          0.00023574,           0.0017929,           0.0017929,           0.0017929
                 831,            0.018517,           0.0036537,          0.00076923,             0.97778,             0.95337,             0.97578,             0.63376,            0.014354,           0.0032543,          0.00023706,            0.001783,            0.001783,            0.001783
                 832,            0.017903,           0.0040314,          0.00059657,             0.97684,             0.95504,              0.9755,             0.62908,            0.014465,           0.0032587,          0.00023826,           0.0017731,           0.0017731,           0.0017731
                 833,            0.020484,           0.0038181,           0.0016357,             0.97953,             0.95552,             0.97529,              0.6291,            0.014446,           0.0032577,           0.0002359,           0.0017632,           0.0017632,           0.0017632
                 834,            0.022189,           0.0040701,          0.00070283,             0.98129,               0.959,             0.97518,             0.62422,            0.014671,           0.0032696,          0.00023447,           0.0017533,           0.0017533,           0.0017533
                 835,            0.019805,           0.0038002,          0.00070969,              0.9789,             0.96128,             0.97538,              0.6268,            0.014983,           0.0032858,           0.0002293,           0.0017434,           0.0017434,           0.0017434
                 836,            0.021752,           0.0038329,           0.0011369,             0.97449,             0.96183,             0.97519,             0.63268,            0.014065,           0.0032794,          0.00022289,           0.0017335,           0.0017335,           0.0017335
                 837,            0.021045,           0.0038521,          0.00079681,             0.97275,             0.95919,             0.97551,             0.64793,            0.013814,           0.0032806,          0.00022015,           0.0017236,           0.0017236,           0.0017236
                 838,            0.019713,           0.0038128,          0.00066909,             0.97172,              0.9587,             0.97576,             0.64843,            0.013792,           0.0032873,          0.00022103,           0.0017137,           0.0017137,           0.0017137
                 839,            0.021142,           0.0040528,            0.001302,             0.97296,             0.95865,             0.97983,             0.64122,            0.013958,           0.0033067,          0.00021882,           0.0017038,           0.0017038,           0.0017038
                 840,            0.023224,           0.0040428,           0.0012323,              0.9776,             0.95197,             0.97979,             0.64162,            0.014106,           0.0033089,          0.00021989,           0.0016939,           0.0016939,           0.0016939
                 841,            0.020343,           0.0037358,           0.0011576,             0.98012,             0.95528,             0.97961,             0.64153,            0.014332,           0.0033039,          0.00022165,            0.001684,            0.001684,            0.001684
                 842,            0.022898,           0.0045524,           0.0012317,             0.97888,             0.95267,             0.97515,             0.64708,            0.014233,           0.0032969,          0.00022417,           0.0016741,           0.0016741,           0.0016741
                 843,            0.019711,            0.003869,           0.0013053,             0.97361,             0.95318,             0.97259,              0.6431,            0.014088,           0.0032877,          0.00022691,           0.0016642,           0.0016642,           0.0016642
                 844,            0.020501,           0.0039084,          0.00093405,             0.97875,             0.95604,             0.97598,             0.64447,            0.014053,           0.0032802,          0.00023118,           0.0016543,           0.0016543,           0.0016543
                 845,            0.018399,           0.0042792,          0.00073424,               0.978,             0.95969,             0.97574,             0.64505,             0.01396,           0.0032826,          0.00023194,           0.0016444,           0.0016444,           0.0016444
                 846,            0.020539,           0.0043617,           0.0008832,               0.974,             0.95969,             0.97564,             0.64457,            0.013874,           0.0032876,          0.00023454,           0.0016345,           0.0016345,           0.0016345
                 847,            0.021831,           0.0042393,          0.00075145,             0.97876,              0.9592,             0.97624,             0.63531,            0.014691,           0.0032956,          0.00023934,           0.0016246,           0.0016246,           0.0016246
                 848,            0.021698,           0.0038432,           0.0010001,             0.98161,             0.95827,             0.97582,              0.6348,             0.01494,           0.0032934,          0.00024029,           0.0016147,           0.0016147,           0.0016147
                 849,            0.020539,           0.0039134,          0.00093222,             0.98036,             0.95629,             0.97551,             0.63361,            0.015026,           0.0032907,           0.0002439,           0.0016048,           0.0016048,           0.0016048
                 850,            0.020196,           0.0040114,          0.00072482,             0.97399,             0.95864,             0.97515,             0.63757,            0.014312,           0.0032834,          0.00024509,           0.0015949,           0.0015949,           0.0015949
                 851,            0.019924,           0.0038324,          0.00065465,             0.97907,             0.95606,             0.97467,              0.6452,            0.014488,           0.0032733,          0.00024987,            0.001585,            0.001585,            0.001585
                 852,            0.024507,            0.004024,           0.0013105,             0.97587,             0.95632,             0.97455,             0.64905,            0.014578,           0.0032638,          0.00025255,           0.0015751,           0.0015751,           0.0015751
                 853,            0.020137,           0.0039175,          0.00077001,             0.98112,             0.95278,             0.97478,             0.65561,            0.014251,           0.0032527,          0.00024927,           0.0015652,           0.0015652,           0.0015652
                 854,            0.021709,           0.0039004,           0.0012681,             0.97565,             0.95812,             0.97501,             0.65446,            0.013649,           0.0032457,          0.00024146,           0.0015553,           0.0015553,           0.0015553
                 855,            0.021012,           0.0038101,           0.0010276,             0.97798,               0.958,             0.97533,              0.6585,            0.013826,            0.003251,           0.0002291,           0.0015454,           0.0015454,           0.0015454
                 856,            0.017382,           0.0037705,          0.00087395,             0.97878,             0.95926,             0.97706,             0.65134,            0.013918,           0.0032593,          0.00022371,           0.0015355,           0.0015355,           0.0015355
                 857,            0.020624,            0.004247,          0.00082614,             0.97543,             0.96208,               0.977,             0.64997,            0.014197,           0.0032735,          0.00021879,           0.0015256,           0.0015256,           0.0015256
                 858,            0.021944,           0.0043976,           0.0011003,             0.97547,             0.96419,             0.97713,             0.65076,             0.01403,           0.0032838,          0.00021505,           0.0015157,           0.0015157,           0.0015157
                 859,            0.022291,           0.0043127,           0.0011262,             0.97524,             0.96601,             0.97724,             0.65276,            0.013424,           0.0032812,          0.00021204,           0.0015058,           0.0015058,           0.0015058
                 860,            0.022335,           0.0040244,          0.00073537,             0.97331,             0.96552,             0.97707,             0.65417,            0.013461,           0.0032786,          0.00021276,           0.0014959,           0.0014959,           0.0014959
                 861,            0.019424,           0.0038215,          0.00079278,             0.97772,             0.96509,             0.97694,             0.65774,            0.013625,           0.0032665,           0.0002109,            0.001486,            0.001486,            0.001486
                 862,            0.021781,           0.0034804,          0.00097999,             0.97286,             0.96404,             0.97588,              0.6536,            0.013746,            0.003253,          0.00020941,           0.0014761,           0.0014761,           0.0014761
                 863,            0.020336,           0.0041781,          0.00095845,             0.97504,             0.96334,             0.97508,             0.65905,            0.013656,           0.0032366,          0.00020491,           0.0014662,           0.0014662,           0.0014662
                 864,            0.021119,           0.0041795,          0.00076895,              0.9752,             0.96304,             0.97503,             0.65696,            0.013258,           0.0032291,          0.00020309,           0.0014563,           0.0014563,           0.0014563
                 865,            0.019093,           0.0039951,          0.00080452,             0.97256,             0.96624,             0.97782,             0.65322,            0.013302,             0.00323,          0.00020527,           0.0014464,           0.0014464,           0.0014464
                 866,            0.022562,             0.00399,           0.0012236,             0.97283,             0.96199,             0.97508,             0.65394,             0.01334,           0.0032242,          0.00020492,           0.0014365,           0.0014365,           0.0014365
                 867,            0.020694,           0.0041955,          0.00076055,             0.97517,             0.96103,             0.97543,             0.65244,            0.013663,           0.0032141,          0.00020623,           0.0014266,           0.0014266,           0.0014266
                 868,            0.019795,           0.0040175,           0.0009357,             0.97486,             0.96085,             0.97522,             0.65905,            0.013045,           0.0032169,          0.00020617,           0.0014167,           0.0014167,           0.0014167
                 869,            0.018788,           0.0040654,          0.00081624,             0.97499,             0.96068,             0.97514,             0.64659,            0.013033,           0.0032296,          0.00020483,           0.0014068,           0.0014068,           0.0014068
                 870,            0.020135,           0.0040271,            0.000694,              0.9723,             0.95865,             0.97965,             0.64584,            0.013253,            0.003243,          0.00020493,           0.0013969,           0.0013969,           0.0013969
                 871,            0.021217,           0.0037477,          0.00060719,             0.98379,             0.95326,             0.97946,             0.64376,            0.013279,           0.0032497,          0.00020521,            0.001387,            0.001387,            0.001387
                 872,            0.018549,           0.0036941,          0.00049266,             0.98136,             0.95752,             0.97544,              0.6479,            0.013163,           0.0032533,          0.00020466,           0.0013771,           0.0013771,           0.0013771
                 873,            0.021364,           0.0043379,          0.00074616,             0.97872,             0.95724,             0.97521,             0.64796,             0.01322,           0.0032582,          0.00019964,           0.0013672,           0.0013672,           0.0013672
                 874,            0.019354,           0.0042372,            0.000609,             0.97882,             0.96065,             0.97531,             0.64918,            0.013713,           0.0032563,          0.00019713,           0.0013573,           0.0013573,           0.0013573
                 875,            0.021605,           0.0041554,           0.0010257,             0.97469,             0.96135,             0.97563,             0.64657,            0.013861,           0.0032538,          0.00019311,           0.0013474,           0.0013474,           0.0013474
                 876,             0.01977,           0.0043037,          0.00082787,             0.97404,             0.96144,             0.97598,              0.6508,            0.013667,           0.0032533,           0.0001896,           0.0013375,           0.0013375,           0.0013375
                 877,            0.020094,           0.0038448,          0.00087718,             0.97299,              0.9647,             0.97605,             0.64451,             0.01372,           0.0032634,          0.00018833,           0.0013276,           0.0013276,           0.0013276
                 878,             0.02102,           0.0041772,          0.00063646,             0.97273,             0.96505,             0.97613,             0.64107,            0.013493,           0.0032539,          0.00018744,           0.0013177,           0.0013177,           0.0013177
                 879,            0.021424,           0.0037377,          0.00077868,             0.97308,             0.96554,             0.97622,             0.64734,            0.013336,           0.0032506,          0.00018408,           0.0013078,           0.0013078,           0.0013078
                 880,             0.02137,           0.0038096,           0.0011629,             0.97566,             0.96569,              0.9765,              0.6503,            0.013494,           0.0032554,          0.00018351,           0.0012979,           0.0012979,           0.0012979
                 881,            0.018334,           0.0035898,           0.0010221,             0.97884,             0.96263,              0.9769,             0.65237,            0.013303,           0.0032546,           0.0001821,            0.001288,            0.001288,            0.001288
                 882,            0.021595,           0.0042447,           0.0013473,             0.97884,             0.96264,             0.97545,             0.64802,            0.013285,           0.0032589,          0.00018416,           0.0012781,           0.0012781,           0.0012781
                 883,            0.017273,           0.0040534,          0.00039486,             0.97607,             0.96325,             0.98035,             0.65495,            0.013627,           0.0032578,          0.00018878,           0.0012682,           0.0012682,           0.0012682
                 884,            0.019734,           0.0038487,          0.00074829,             0.97499,             0.96334,             0.98034,             0.65129,            0.013454,           0.0032621,          0.00019286,           0.0012583,           0.0012583,           0.0012583
                 885,            0.017445,           0.0040495,           0.0010299,             0.97725,             0.96334,              0.9803,             0.65394,            0.013103,           0.0032597,          0.00019263,           0.0012484,           0.0012484,           0.0012484
                 886,            0.017665,           0.0040947,          0.00048698,             0.97433,             0.95762,             0.98019,             0.65611,            0.013267,           0.0032509,          0.00019425,           0.0012385,           0.0012385,           0.0012385
                 887,              0.0203,           0.0043834,          0.00058853,             0.97403,             0.95829,             0.97991,             0.65206,            0.013486,           0.0032406,          0.00019816,           0.0012286,           0.0012286,           0.0012286
                 888,            0.020069,           0.0037687,          0.00090452,             0.97481,             0.95843,             0.97614,             0.65262,            0.013397,           0.0032364,          0.00019813,           0.0012187,           0.0012187,           0.0012187
                 889,            0.019736,           0.0039897,          0.00088239,             0.97517,             0.96105,             0.97596,             0.65574,            0.013343,           0.0032299,          0.00019473,           0.0012088,           0.0012088,           0.0012088
                 890,            0.017182,           0.0037651,          0.00055857,             0.97364,             0.96334,             0.97587,             0.66183,            0.013371,           0.0032227,          0.00019229,           0.0011989,           0.0011989,           0.0011989
                 891,            0.019368,           0.0036076,            0.001006,             0.97555,             0.96619,             0.97464,             0.66296,            0.013658,           0.0032222,          0.00019219,            0.001189,            0.001189,            0.001189
                 892,            0.020179,           0.0042116,          0.00070958,             0.97348,             0.96619,             0.97561,             0.65128,            0.013492,           0.0032294,          0.00019147,           0.0011791,           0.0011791,           0.0011791
                 893,             0.01925,           0.0035467,          0.00072316,             0.97272,             0.96619,             0.97554,             0.65376,            0.013237,           0.0032314,          0.00019005,           0.0011692,           0.0011692,           0.0011692
                 894,            0.019328,           0.0038867,           0.0010263,             0.97281,             0.96599,             0.97571,             0.65002,             0.01354,           0.0032366,          0.00018466,           0.0011593,           0.0011593,           0.0011593
                 895,            0.019932,           0.0043041,          0.00072012,             0.97244,             0.96619,             0.97602,              0.6506,             0.01355,           0.0032239,          0.00017852,           0.0011494,           0.0011494,           0.0011494
                 896,            0.019202,           0.0041221,          0.00081858,             0.97253,             0.96704,             0.97635,             0.65986,            0.013169,           0.0032068,           0.0001745,           0.0011395,           0.0011395,           0.0011395
                 897,            0.020029,           0.0045957,          0.00094733,             0.97232,             0.96619,             0.97651,             0.65829,            0.013271,           0.0032109,          0.00017297,           0.0011296,           0.0011296,           0.0011296
                 898,             0.02072,           0.0034651,           0.0010889,             0.97242,             0.96738,             0.97668,             0.65465,            0.013504,           0.0032164,          0.00017202,           0.0011197,           0.0011197,           0.0011197
                 899,            0.019182,           0.0039544,           0.0005948,             0.97272,             0.96742,             0.97677,             0.65747,             0.01353,           0.0032241,           0.0001682,           0.0011098,           0.0011098,           0.0011098
                 900,             0.01903,           0.0034973,           0.0008346,             0.97242,             0.96739,             0.98058,             0.65349,            0.013758,           0.0032237,          0.00016628,           0.0010999,           0.0010999,           0.0010999
                 901,            0.021463,           0.0040954,           0.0011692,             0.97243,             0.96731,             0.98052,             0.65598,             0.01341,           0.0032134,          0.00016484,             0.00109,             0.00109,             0.00109
                 902,            0.019862,           0.0039918,           0.0013066,             0.97245,             0.96713,             0.98049,             0.65617,            0.013418,           0.0032098,          0.00016306,           0.0010801,           0.0010801,           0.0010801
                 903,            0.018955,           0.0041863,           0.0011599,             0.97122,             0.96749,             0.97619,             0.65361,            0.013614,           0.0032097,          0.00016269,           0.0010702,           0.0010702,           0.0010702
                 904,            0.020502,            0.004111,           0.0012274,             0.97179,             0.96697,             0.97608,             0.65107,            0.013362,           0.0032077,          0.00016421,           0.0010603,           0.0010603,           0.0010603
                 905,            0.018666,            0.004235,          0.00076487,             0.97058,             0.96674,             0.97583,             0.65477,            0.013359,           0.0032035,          0.00016702,           0.0010504,           0.0010504,           0.0010504
                 906,            0.019794,           0.0042671,          0.00091611,             0.97064,              0.9648,              0.9753,             0.65505,            0.013387,           0.0032066,          0.00016934,           0.0010405,           0.0010405,           0.0010405
                 907,            0.020359,           0.0039603,           0.0011863,             0.97402,             0.96365,             0.97501,             0.65265,             0.01424,           0.0032095,          0.00017263,           0.0010306,           0.0010306,           0.0010306
                 908,            0.018906,           0.0040779,           0.0006946,             0.97616,             0.96599,             0.97513,             0.65548,            0.014304,            0.003197,          0.00017349,           0.0010207,           0.0010207,           0.0010207
                 909,            0.016833,           0.0034138,          0.00030437,             0.97464,              0.9635,             0.97505,             0.65216,            0.014103,           0.0031932,          0.00017378,           0.0010108,           0.0010108,           0.0010108
                 910,             0.02019,           0.0037669,          0.00056818,             0.97324,             0.96166,             0.97479,              0.6589,            0.013387,            0.003191,          0.00017276,           0.0010009,           0.0010009,           0.0010009
                 911,             0.01958,           0.0040892,           0.0006354,             0.97099,             0.96004,             0.97484,             0.65588,            0.013369,           0.0031971,          0.00017036,            0.000991,            0.000991,            0.000991
                 912,            0.022951,           0.0038499,            0.001299,             0.97319,             0.96065,             0.97481,             0.65065,            0.013647,           0.0031979,          0.00017078,           0.0009811,           0.0009811,           0.0009811
                 913,            0.019328,           0.0038969,          0.00064361,             0.97439,              0.9589,             0.97471,             0.65284,            0.013428,           0.0032068,          0.00017368,           0.0009712,           0.0009712,           0.0009712
                 914,            0.018496,           0.0041116,          0.00064515,             0.96955,             0.96134,             0.97468,             0.65325,            0.013233,           0.0032105,          0.00017608,           0.0009613,           0.0009613,           0.0009613
                 915,            0.019024,           0.0036301,          0.00096535,             0.97289,             0.96048,             0.97462,             0.65282,            0.013671,            0.003209,          0.00017919,           0.0009514,           0.0009514,           0.0009514
                 916,            0.015661,           0.0034454,          0.00029845,              0.9729,             0.96048,             0.97449,             0.65354,             0.01371,           0.0032082,          0.00018038,           0.0009415,           0.0009415,           0.0009415
                 917,            0.021442,           0.0037739,           0.0010794,             0.97165,             0.96048,             0.97454,             0.65357,            0.013462,           0.0032123,          0.00018026,           0.0009316,           0.0009316,           0.0009316
                 918,            0.022226,           0.0040099,           0.0010042,             0.97277,             0.96048,             0.97476,             0.65582,            0.013415,           0.0032107,          0.00017929,           0.0009217,           0.0009217,           0.0009217
                 919,            0.016596,           0.0037599,          0.00055268,              0.9752,             0.96229,             0.97514,             0.65218,            0.013089,           0.0031959,          0.00017659,           0.0009118,           0.0009118,           0.0009118
                 920,            0.019218,           0.0044555,          0.00057438,             0.97534,             0.96215,             0.97517,              0.6575,            0.013028,           0.0031938,          0.00017586,           0.0009019,           0.0009019,           0.0009019
                 921,            0.018016,            0.003766,          0.00055013,             0.97544,             0.96219,             0.97527,             0.66196,            0.013233,            0.003196,          0.00017645,            0.000892,            0.000892,            0.000892
                 922,            0.018685,           0.0042536,          0.00064413,             0.97524,             0.96312,             0.97975,              0.6647,            0.013085,           0.0031876,          0.00017721,           0.0008821,           0.0008821,           0.0008821
                 923,             0.01763,           0.0035656,          0.00038815,             0.97544,             0.96309,             0.97959,             0.65624,             0.01282,           0.0031785,          0.00017953,           0.0008722,           0.0008722,           0.0008722
                 924,              0.0186,           0.0041728,          0.00066093,             0.97578,             0.96216,             0.97593,              0.6618,            0.012697,           0.0031727,          0.00018048,           0.0008623,           0.0008623,           0.0008623
                 925,             0.01789,           0.0038025,           0.0006157,             0.97556,             0.96222,             0.97925,               0.667,            0.012577,           0.0031698,          0.00018265,           0.0008524,           0.0008524,           0.0008524
                 926,            0.020918,           0.0043198,          0.00075715,             0.97543,             0.96266,             0.97573,             0.66687,            0.012756,           0.0031762,          0.00018404,           0.0008425,           0.0008425,           0.0008425
                 927,            0.019727,           0.0038189,           0.0010624,             0.97527,             0.96194,             0.97617,             0.65648,            0.013157,           0.0031948,          0.00018989,           0.0008326,           0.0008326,           0.0008326
                 928,            0.018149,           0.0033927,          0.00078287,             0.97664,             0.96048,             0.97629,             0.66506,            0.012917,           0.0031864,          0.00019039,           0.0008227,           0.0008227,           0.0008227
                 929,            0.019785,           0.0038837,          0.00079593,             0.97732,             0.96048,             0.97636,             0.66222,             0.01301,           0.0031912,          0.00019324,           0.0008128,           0.0008128,           0.0008128
                 930,            0.018531,           0.0036073,           0.0005101,             0.97714,             0.96048,             0.97617,             0.65971,            0.013101,           0.0031994,          0.00019762,           0.0008029,           0.0008029,           0.0008029
                 931,            0.020044,           0.0042455,           0.0010003,             0.98133,             0.95998,             0.97587,              0.6598,            0.013387,           0.0031964,          0.00020266,            0.000793,            0.000793,            0.000793
                 932,            0.019387,           0.0036666,          0.00075158,             0.98145,             0.95834,             0.97547,             0.66493,            0.013666,           0.0031926,          0.00020436,           0.0007831,           0.0007831,           0.0007831
                 933,            0.018723,           0.0039593,             0.00111,             0.98043,             0.95667,             0.97532,             0.66434,            0.013723,           0.0031979,          0.00020543,           0.0007732,           0.0007732,           0.0007732
                 934,            0.022354,           0.0038632,          0.00099827,             0.97866,             0.95664,               0.975,             0.66606,            0.013601,           0.0031997,          0.00020426,           0.0007633,           0.0007633,           0.0007633
                 935,            0.021481,           0.0041282,           0.0010135,             0.97785,             0.95904,             0.97476,             0.66529,            0.013344,           0.0031953,          0.00019926,           0.0007534,           0.0007534,           0.0007534
                 936,            0.022885,           0.0040346,          0.00094661,             0.97464,             0.95891,             0.97472,             0.66074,            0.013353,           0.0032012,          0.00019669,           0.0007435,           0.0007435,           0.0007435
                 937,            0.016972,           0.0034264,          0.00049615,             0.97759,             0.95875,             0.97463,              0.6604,            0.013359,           0.0032041,          0.00019383,           0.0007336,           0.0007336,           0.0007336
                 938,            0.018197,            0.003742,          0.00067314,             0.98116,              0.9587,             0.97844,             0.66148,            0.013368,           0.0032014,          0.00019196,           0.0007237,           0.0007237,           0.0007237
                 939,            0.018852,           0.0032358,          0.00049807,             0.98166,             0.96201,             0.97456,             0.65669,             0.01355,           0.0031929,          0.00018652,           0.0007138,           0.0007138,           0.0007138
                 940,            0.023457,           0.0042647,           0.0014638,             0.97969,             0.96264,             0.97455,             0.66161,            0.013415,           0.0031856,          0.00018379,           0.0007039,           0.0007039,           0.0007039
                 941,            0.017826,           0.0036916,          0.00035911,             0.97919,             0.96271,             0.97475,              0.6635,            0.013306,           0.0031825,          0.00018261,            0.000694,            0.000694,            0.000694
                 942,            0.019136,           0.0044045,          0.00075257,             0.97819,             0.96303,             0.97489,             0.66348,            0.013357,           0.0031831,          0.00018106,           0.0006841,           0.0006841,           0.0006841
                 943,            0.018298,           0.0037468,          0.00054082,             0.97879,             0.96114,             0.97901,              0.6664,            0.013635,           0.0031774,          0.00017671,           0.0006742,           0.0006742,           0.0006742
                 944,            0.021674,           0.0041587,           0.0012159,              0.9786,             0.96103,             0.97954,             0.66823,            0.013708,           0.0031737,          0.00017507,           0.0006643,           0.0006643,           0.0006643
                 945,            0.018616,           0.0041154,          0.00047688,             0.97936,             0.96048,             0.97961,             0.66897,            0.013381,           0.0031672,          0.00017137,           0.0006544,           0.0006544,           0.0006544
                 946,            0.019968,           0.0040782,          0.00079959,             0.98011,             0.96048,              0.9797,             0.66567,            0.012768,           0.0031665,          0.00016474,           0.0006445,           0.0006445,           0.0006445
                 947,             0.01895,           0.0037382,          0.00080559,             0.98135,             0.96094,             0.97976,             0.66207,            0.012665,           0.0031722,          0.00016263,           0.0006346,           0.0006346,           0.0006346
                 948,            0.019644,           0.0039464,           0.0014235,             0.98178,             0.96048,             0.97986,             0.66137,             0.01266,           0.0031715,          0.00016197,           0.0006247,           0.0006247,           0.0006247
                 949,            0.019197,           0.0040287,           0.0010644,             0.98337,             0.96048,             0.97975,             0.66192,            0.012829,           0.0031743,          0.00015961,           0.0006148,           0.0006148,           0.0006148
                 950,            0.020391,           0.0041057,           0.0011454,             0.98433,             0.96048,             0.97977,             0.66105,            0.012707,           0.0031685,          0.00015736,           0.0006049,           0.0006049,           0.0006049
                 951,            0.021764,           0.0045081,           0.0010129,             0.98451,             0.95718,             0.97973,             0.67468,            0.012458,           0.0031571,          0.00015573,            0.000595,            0.000595,            0.000595
                 952,             0.02222,           0.0043836,           0.0018783,              0.9873,             0.95617,             0.97726,             0.67088,            0.012535,           0.0031617,          0.00015424,           0.0005851,           0.0005851,           0.0005851
                 953,             0.02037,           0.0041678,           0.0010752,             0.98613,             0.95288,             0.97951,             0.67456,            0.012523,           0.0031588,          0.00015359,           0.0005752,           0.0005752,           0.0005752
                 954,            0.018234,           0.0035484,           0.0009442,             0.97545,             0.95799,             0.97957,             0.67554,            0.012524,           0.0031544,          0.00015248,           0.0005653,           0.0005653,           0.0005653
                 955,            0.019439,           0.0033652,          0.00052209,             0.97574,             0.95762,             0.97597,             0.67133,            0.012453,           0.0031599,          0.00015129,           0.0005554,           0.0005554,           0.0005554
                 956,            0.017909,           0.0042879,          0.00082508,             0.97527,             0.96017,             0.97598,             0.66994,            0.012422,           0.0031531,           0.0001494,           0.0005455,           0.0005455,           0.0005455
                 957,            0.018865,           0.0041679,          0.00069092,             0.98131,             0.95667,             0.97616,             0.66997,            0.012459,           0.0031464,          0.00014849,           0.0005356,           0.0005356,           0.0005356
                 958,             0.01976,            0.004829,          0.00093395,             0.97584,             0.95735,             0.97634,             0.67168,            0.012494,           0.0031448,          0.00014808,           0.0005257,           0.0005257,           0.0005257
                 959,            0.019456,           0.0039347,           0.0010009,             0.96926,             0.96758,              0.9761,             0.67495,            0.012541,           0.0031464,          0.00014844,           0.0005158,           0.0005158,           0.0005158
                 960,            0.018502,           0.0040023,           0.0007122,             0.97141,              0.9673,             0.97604,             0.67544,            0.012534,           0.0031444,          0.00014908,           0.0005059,           0.0005059,           0.0005059
                 961,            0.019928,           0.0040522,          0.00083723,             0.97151,             0.96712,             0.97616,             0.67668,            0.012331,           0.0031393,          0.00014917,            0.000496,            0.000496,            0.000496
                 962,            0.019825,           0.0036753,           0.0014221,              0.9722,             0.96686,             0.97606,             0.67534,            0.012314,           0.0031411,           0.0001491,           0.0004861,           0.0004861,           0.0004861
                 963,            0.016902,           0.0040404,          0.00072949,             0.97292,             0.96334,             0.97611,             0.67252,             0.01246,           0.0031478,          0.00014851,           0.0004762,           0.0004762,           0.0004762
                 964,            0.019032,           0.0037573,          0.00074483,             0.97191,             0.96334,             0.97595,             0.67092,            0.012624,           0.0031521,          0.00014775,           0.0004663,           0.0004663,           0.0004663
                 965,            0.018797,           0.0035565,           0.0010061,             0.97326,             0.96334,             0.97591,               0.673,            0.012518,           0.0031492,          0.00014755,           0.0004564,           0.0004564,           0.0004564
                 966,            0.017645,           0.0037343,          0.00051605,             0.97575,             0.96131,             0.97584,             0.66854,            0.012459,           0.0031446,          0.00014671,           0.0004465,           0.0004465,           0.0004465
                 967,            0.021701,           0.0036033,           0.0005593,             0.97602,             0.96086,             0.97591,                0.67,            0.012453,           0.0031427,           0.0001481,           0.0004366,           0.0004366,           0.0004366
                 968,            0.017962,           0.0037739,          0.00049266,             0.97603,             0.96163,              0.9759,             0.66752,            0.012388,           0.0031458,          0.00014845,           0.0004267,           0.0004267,           0.0004267
                 969,            0.016391,           0.0034986,          0.00098929,             0.97877,             0.96049,             0.97607,             0.66928,            0.012413,           0.0031435,          0.00014936,           0.0004168,           0.0004168,           0.0004168
                 970,            0.017422,           0.0034337,          0.00061721,             0.97905,             0.95979,              0.9762,             0.67249,            0.012596,           0.0031412,          0.00014853,           0.0004069,           0.0004069,           0.0004069
                 971,            0.017596,           0.0041261,          0.00052815,              0.9787,              0.9629,              0.9761,             0.67397,             0.01278,           0.0031362,          0.00014634,            0.000397,            0.000397,            0.000397
                 972,            0.021634,            0.004428,           0.0010315,             0.97882,             0.96219,             0.97595,              0.6779,            0.012737,           0.0031348,          0.00014589,           0.0003871,           0.0003871,           0.0003871
                 973,            0.017994,           0.0040644,          0.00072224,             0.97881,             0.96171,             0.97595,             0.67571,            0.012555,           0.0031361,          0.00014579,           0.0003772,           0.0003772,           0.0003772
                 974,            0.017955,           0.0041858,          0.00084392,             0.97593,             0.96357,             0.97599,             0.67214,            0.012253,           0.0031355,          0.00014715,           0.0003673,           0.0003673,           0.0003673
                 975,            0.018044,            0.003768,          0.00059523,             0.98145,             0.96302,             0.97604,             0.67258,            0.012155,           0.0031277,          0.00014558,           0.0003574,           0.0003574,           0.0003574
                 976,             0.02083,           0.0037497,           0.0014481,             0.97651,             0.96048,             0.97614,             0.67208,            0.012153,           0.0031275,            0.000145,           0.0003475,           0.0003475,           0.0003475
                 977,             0.01832,           0.0037128,           0.0013589,             0.97963,             0.96048,             0.97636,             0.67129,            0.012187,           0.0031325,          0.00014526,           0.0003376,           0.0003376,           0.0003376
                 978,            0.018016,           0.0037169,          0.00084877,              0.9788,             0.96048,             0.97652,             0.67035,            0.012474,           0.0031388,          0.00014556,           0.0003277,           0.0003277,           0.0003277
                 979,            0.020076,           0.0036383,           0.0010644,             0.98189,             0.96009,             0.97659,             0.66925,            0.012555,           0.0031417,          0.00014493,           0.0003178,           0.0003178,           0.0003178
                 980,            0.019323,            0.003653,           0.0013165,             0.98312,             0.96042,             0.97654,             0.67252,            0.012313,           0.0031392,          0.00014475,           0.0003079,           0.0003079,           0.0003079
                 981,            0.016754,           0.0034186,          0.00052107,             0.98445,             0.95976,             0.97649,             0.67535,            0.012192,           0.0031375,          0.00014409,            0.000298,            0.000298,            0.000298
                 982,            0.018531,           0.0044204,           0.0010263,             0.98443,             0.95912,             0.97647,             0.67551,            0.012083,           0.0031327,           0.0001439,           0.0002881,           0.0002881,           0.0002881
                 983,            0.017915,           0.0038536,          0.00082143,             0.98443,             0.95923,             0.97635,             0.67236,            0.012122,           0.0031303,          0.00014346,           0.0002782,           0.0002782,           0.0002782
